Model,MSO3012
Firmware Version,2.40

Waveform Type,ANALOG,
Point Format,Y,
Horizontal Units,s,
Horizontal Scale,0.004,
Horizontal Delay,0,
Sample Interval,4e-06,
Record Length,10000,
Gating,0.0% to 100.0%,
Probe Attenuation,1,
Vertical Units,V,
Vertical Offset,0,
Vertical Scale,2,
Vertical Position,2,
,,
,,
,,
Label,,
TIME,CH1,CH2
-1.9020e-02,-1.47719,1.53563
-1.9016e-02,-1.47656,1.53406
-1.9012e-02,-1.47906,1.53469
-1.9008e-02,-1.47625,1.53344
-1.9004e-02,-1.475,1.53344
-1.9000e-02,-1.47875,1.53313
-1.8996e-02,-1.47906,1.53344
-1.8992e-02,-1.47406,1.53313
-1.8988e-02,-1.47562,1.53
-1.8984e-02,-1.47469,1.53063
-1.8980e-02,-1.47562,1.53156
-1.8976e-02,-1.475,1.5325
-1.8972e-02,-1.47469,1.53094
-1.8968e-02,-1.47375,1.53344
-1.8964e-02,-1.47406,1.53594
-1.8960e-02,-1.47469,1.535
-1.8956e-02,-1.47156,1.5325
-1.8952e-02,-1.47406,1.53344
-1.8948e-02,-1.47375,1.535
-1.8944e-02,-1.4725,1.53656
-1.8940e-02,-1.4725,1.53594
-1.8936e-02,-1.47063,1.53719
-1.8932e-02,-1.46813,1.53656
-1.8928e-02,-1.47094,1.53719
-1.8924e-02,-1.46844,1.53875
-1.8920e-02,-1.46687,1.54125
-1.8916e-02,-1.46188,1.54
-1.8912e-02,-1.46,1.54312
-1.8908e-02,-1.46094,1.54469
-1.8904e-02,-1.45688,1.54969
-1.8900e-02,-1.44719,1.55531
-1.8896e-02,-1.43969,1.56156
-1.8892e-02,-1.43719,1.56562
-1.8888e-02,-1.43094,1.57125
-1.8884e-02,-1.42344,1.57875
-1.8880e-02,-1.41219,1.58531
-1.8876e-02,-1.40719,1.59344
-1.8872e-02,-1.39781,1.6025
-1.8868e-02,-1.39344,1.61125
-1.8864e-02,-1.38313,1.61844
-1.8860e-02,-1.37156,1.63
-1.8856e-02,-1.36406,1.64062
-1.8852e-02,-1.35219,1.64938
-1.8848e-02,-1.34313,1.66063
-1.8844e-02,-1.33031,1.67312
-1.8840e-02,-1.31562,1.68531
-1.8836e-02,-1.3075,1.69719
-1.8832e-02,-1.29688,1.70719
-1.8828e-02,-1.28469,1.71875
-1.8824e-02,-1.27344,1.73312
-1.8820e-02,-1.26281,1.74063
-1.8816e-02,-1.25438,1.75438
-1.8812e-02,-1.24313,1.76313
-1.8808e-02,-1.22844,1.77687
-1.8804e-02,-1.21656,1.78687
-1.8800e-02,-1.20281,1.79812
-1.8796e-02,-1.19125,1.80812
-1.8792e-02,-1.18625,1.815
-1.8788e-02,-1.17344,1.82594
-1.8784e-02,-1.16094,1.83969
-1.8780e-02,-1.15219,1.85
-1.8776e-02,-1.13937,1.86219
-1.8772e-02,-1.12688,1.87125
-1.8768e-02,-1.115,1.8825
-1.8764e-02,-1.105,1.89562
-1.8760e-02,-1.09375,1.90625
-1.8756e-02,-1.08625,1.91688
-1.8752e-02,-1.07187,1.9275
-1.8748e-02,-1.05969,1.93781
-1.8744e-02,-1.04812,1.95
-1.8740e-02,-1.03906,1.96062
-1.8736e-02,-1.03094,1.97187
-1.8732e-02,-1.015,1.98281
-1.8728e-02,-1.00656,1.99219
-1.8724e-02,-0.997187,2.00031
-1.8720e-02,-0.984687,2.01187
-1.8716e-02,-0.974063,2.02313
-1.8712e-02,-0.959687,2.03313
-1.8708e-02,-0.950937,2.04344
-1.8704e-02,-0.94,2.05344
-1.8700e-02,-0.930312,2.06562
-1.8696e-02,-0.918125,2.07594
-1.8692e-02,-0.905312,2.08656
-1.8688e-02,-0.896875,2.09625
-1.8684e-02,-0.886563,2.10938
-1.8680e-02,-0.875312,2.12062
-1.8676e-02,-0.864688,2.13281
-1.8672e-02,-0.853125,2.14406
-1.8668e-02,-0.8425,2.15656
-1.8664e-02,-0.832187,2.16938
-1.8660e-02,-0.82,2.17687
-1.8656e-02,-0.806875,2.18344
-1.8652e-02,-0.795313,2.19469
-1.8648e-02,-0.786563,2.20781
-1.8644e-02,-0.77625,2.21812
-1.8640e-02,-0.762188,2.23031
-1.8636e-02,-0.750625,2.24
-1.8632e-02,-0.737188,2.25469
-1.8628e-02,-0.72875,2.26375
-1.8624e-02,-0.715313,2.27406
-1.8620e-02,-0.70375,2.28313
-1.8616e-02,-0.69375,2.29563
-1.8612e-02,-0.681563,2.30594
-1.8608e-02,-0.67625,2.31187
-1.8604e-02,-0.661563,2.32531
-1.8600e-02,-0.648438,2.33688
-1.8596e-02,-0.641875,2.3475
-1.8592e-02,-0.631562,2.35531
-1.8588e-02,-0.624062,2.36437
-1.8584e-02,-0.605625,2.37906
-1.8580e-02,-0.594062,2.39187
-1.8576e-02,-0.584375,2.405
-1.8572e-02,-0.574375,2.415
-1.8568e-02,-0.560938,2.42687
-1.8564e-02,-0.550312,2.43656
-1.8560e-02,-0.539687,2.44719
-1.8556e-02,-0.529688,2.45625
-1.8552e-02,-0.519375,2.46844
-1.8548e-02,-0.505313,2.48
-1.8544e-02,-0.491875,2.49281
-1.8540e-02,-0.48375,2.49844
-1.8536e-02,-0.474687,2.50812
-1.8532e-02,-0.458438,2.52031
-1.8528e-02,-0.44875,2.52625
-1.8524e-02,-0.44125,2.53344
-1.8520e-02,-0.433125,2.54563
-1.8516e-02,-0.426562,2.55531
-1.8512e-02,-0.412187,2.57
-1.8508e-02,-0.399062,2.58062
-1.8504e-02,-0.390312,2.58937
-1.8500e-02,-0.37875,2.59781
-1.8496e-02,-0.369687,2.61156
-1.8492e-02,-0.358437,2.61813
-1.8488e-02,-0.347187,2.62844
-1.8484e-02,-0.339688,2.63906
-1.8480e-02,-0.333125,2.64781
-1.8476e-02,-0.32,2.66094
-1.8472e-02,-0.308125,2.66844
-1.8468e-02,-0.3,2.67812
-1.8464e-02,-0.291562,2.69031
-1.8460e-02,-0.285937,2.69781
-1.8456e-02,-0.274062,2.70562
-1.8452e-02,-0.264063,2.71531
-1.8448e-02,-0.254375,2.72125
-1.8444e-02,-0.24625,2.73406
-1.8440e-02,-0.230938,2.74562
-1.8436e-02,-0.217812,2.75687
-1.8432e-02,-0.2075,2.76687
-1.8428e-02,-0.196562,2.77656
-1.8424e-02,-0.187187,2.78875
-1.8420e-02,-0.177812,2.79656
-1.8416e-02,-0.168438,2.80156
-1.8412e-02,-0.157812,2.81281
-1.8408e-02,-0.148125,2.82187
-1.8404e-02,-0.136562,2.83312
-1.8400e-02,-0.1275,2.84375
-1.8396e-02,-0.119375,2.85187
