Model,MSO3012
Firmware Version,2.40

Waveform Type,ANALOG,,,Waveform Type,ANALOG
Point Format,Y,,,Point Format,Y
Horizontal Units,s,,,Horizontal Units,s
Horizontal Scale,0.004,,,Horizontal Scale,0.004
Horizontal Delay,0,,,Horizontal Delay,0
Sample Interval,4e-06,,,Sample Interval,4e-06
Record Length,10000,,,Record Length,10000
Gating,0.0% to 100.0%,,,Gating,0.0% to 100.0%
Probe Attenuation,1,,,Probe Attenuation,1
Vertical Units,V,,,Vertical Units,V
Vertical Offset,0,,,Vertical Offset,0
Vertical Scale,0.2,,,Vertical Scale,2
Vertical Position,2,,,Vertical Position,0
,,,,,
,,,,,
,,,,,
Label,,,,Label,
TIME,CH1,CH2,,TIME,"MATH<CH1-CH2>"
1.3372e-02,0.147687,2.54297,,1.3372e-02,-2.38906
1.3376e-02,0.147031,2.53281,,1.3376e-02,-2.38563
1.3380e-02,0.146062,2.52109,,1.3380e-02,-2.3675
1.3384e-02,0.144062,2.49922,,1.3384e-02,-2.35625
1.3388e-02,0.143312,2.49687,,1.3388e-02,-2.35125
1.3392e-02,0.14225,2.48828,,1.3392e-02,-2.33969
1.3396e-02,0.141625,2.47266,,1.3396e-02,-2.33312
1.3400e-02,0.140531,2.46406,,1.3400e-02,-2.32281
1.3404e-02,0.139437,2.44844,,1.3404e-02,-2.31156
1.3408e-02,0.138375,2.44219,,1.3408e-02,-2.305
1.3412e-02,0.137406,2.43125,,1.3412e-02,-2.3
1.3416e-02,0.136188,2.41562,,1.3416e-02,-2.28281
1.3420e-02,0.135031,2.40547,,1.3420e-02,-2.27344
1.3424e-02,0.133969,2.39297,,1.3424e-02,-2.26844
1.3428e-02,0.132844,2.38125,,1.3428e-02,-2.25406
1.3432e-02,0.131938,2.37422,,1.3432e-02,-2.24438
1.3436e-02,0.130812,2.35859,,1.3436e-02,-2.23094
1.3440e-02,0.129188,2.35078,,1.3440e-02,-2.21687
1.3444e-02,0.128469,2.33672,,1.3444e-02,-2.21156
1.3448e-02,0.127781,2.32344,,1.3448e-02,-2.19031
1.3452e-02,0.126906,2.31172,,1.3452e-02,-2.18688
1.3456e-02,0.125687,2.30156,,1.3456e-02,-2.17687
1.3460e-02,0.124687,2.28984,,1.3460e-02,-2.1625
1.3464e-02,0.1235,2.27891,,1.3464e-02,-2.15375
1.3468e-02,0.122594,2.26562,,1.3468e-02,-2.15031
1.3472e-02,0.121437,2.25234,,1.3472e-02,-2.13281
1.3476e-02,0.12,2.23906,,1.3476e-02,-2.13031
1.3480e-02,0.118719,2.23047,,1.3480e-02,-2.115
1.3484e-02,0.118469,2.22266,,1.3484e-02,-2.10062
1.3488e-02,0.117625,2.20156,,1.3488e-02,-2.09281
1.3492e-02,0.116812,2.19609,,1.3492e-02,-2.07594
1.3496e-02,0.115344,2.18203,,1.3496e-02,-2.06281
1.3500e-02,0.114469,2.17109,,1.3500e-02,-2.04875
1.3504e-02,0.113719,2.15547,,1.3504e-02,-2.04188
1.3508e-02,0.112844,2.14297,,1.3508e-02,-2.03375
1.3512e-02,0.111719,2.12266,,1.3512e-02,-2.01719
1.3516e-02,0.110875,2.11641,,1.3516e-02,-2.01031
1.3520e-02,0.11,2.10703,,1.3520e-02,-1.99031
1.3524e-02,0.109375,2.08984,,1.3524e-02,-1.98875
1.3528e-02,0.108313,2.08437,,1.3528e-02,-1.97562
1.3532e-02,0.107719,2.06797,,1.3532e-02,-1.97219
1.3536e-02,0.106594,2.06641,,1.3536e-02,-1.95562
1.3540e-02,0.105844,2.04922,,1.3540e-02,-1.94312
1.3544e-02,0.104656,2.04141,,1.3544e-02,-1.92844
1.3548e-02,0.10425,2.02578,,1.3548e-02,-1.92094
1.3552e-02,0.102938,2.01562,,1.3552e-02,-1.9125
1.3556e-02,0.102187,2.00156,,1.3556e-02,-1.89938
1.3560e-02,0.100969,1.98906,,1.3560e-02,-1.88594
1.3564e-02,0.0997812,1.97266,,1.3564e-02,-1.87125
1.3568e-02,0.098375,1.97109,,1.3568e-02,-1.86375
1.3572e-02,0.09775,1.95234,,1.3572e-02,-1.86281
1.3576e-02,0.096375,1.93984,,1.3576e-02,-1.84187
1.3580e-02,0.0954687,1.92422,,1.3580e-02,-1.835
1.3584e-02,0.0945625,1.91953,,1.3584e-02,-1.82219
1.3588e-02,0.0934375,1.90781,,1.3588e-02,-1.81406
1.3592e-02,0.0925937,1.89687,,1.3592e-02,-1.80625
1.3596e-02,0.0918125,1.87969,,1.3596e-02,-1.79313
1.3600e-02,0.0909062,1.875,,1.3600e-02,-1.78219
1.3604e-02,0.089875,1.85938,,1.3604e-02,-1.77063
1.3608e-02,0.0890625,1.84453,,1.3608e-02,-1.75969
1.3612e-02,0.0877188,1.83672,,1.3612e-02,-1.74656
1.3616e-02,0.087,1.82578,,1.3616e-02,-1.74125
1.3620e-02,0.086125,1.81875,,1.3620e-02,-1.73313
1.3624e-02,0.08475,1.8,,1.3624e-02,-1.71281
1.3628e-02,0.0834375,1.79141,,1.3628e-02,-1.70375
1.3632e-02,0.0827812,1.77344,,1.3632e-02,-1.69125
1.3636e-02,0.0814687,1.75547,,1.3636e-02,-1.67375
1.3640e-02,0.0800312,1.73906,,1.3640e-02,-1.67344
1.3644e-02,0.0791875,1.73125,,1.3644e-02,-1.65375
1.3648e-02,0.0778437,1.72109,,1.3648e-02,-1.64469
1.3652e-02,0.0769375,1.71016,,1.3652e-02,-1.62969
1.3656e-02,0.0756562,1.69375,,1.3656e-02,-1.62062
1.3660e-02,0.0744375,1.68047,,1.3660e-02,-1.61187
1.3664e-02,0.0734375,1.67188,,1.3664e-02,-1.59625
1.3668e-02,0.0723125,1.65937,,1.3668e-02,-1.58188
1.3672e-02,0.0710938,1.64766,,1.3672e-02,-1.57
1.3676e-02,0.069875,1.63281,,1.3676e-02,-1.56094
1.3680e-02,0.0689063,1.62344,,1.3680e-02,-1.54969
1.3684e-02,0.0679375,1.60859,,1.3684e-02,-1.53719
1.3688e-02,0.0664375,1.59453,,1.3688e-02,-1.5225
1.3692e-02,0.0658125,1.57812,,1.3692e-02,-1.51344
1.3696e-02,0.0642813,1.56797,,1.3696e-02,-1.49687
1.3700e-02,0.063375,1.55156,,1.3700e-02,-1.48469
1.3704e-02,0.0626562,1.53594,,1.3704e-02,-1.47938
1.3708e-02,0.06125,1.53125,,1.3708e-02,-1.46813
1.3712e-02,0.059875,1.52109,,1.3712e-02,-1.44344
1.3716e-02,0.0587187,1.51172,,1.3716e-02,-1.44469
1.3720e-02,0.0576562,1.49531,,1.3720e-02,-1.42875
1.3724e-02,0.0563125,1.48359,,1.3724e-02,-1.4225
1.3728e-02,0.05575,1.46719,,1.3728e-02,-1.40531
1.3732e-02,0.0546875,1.45312,,1.3732e-02,-1.39781
1.3736e-02,0.053375,1.44453,,1.3736e-02,-1.38844
1.3740e-02,0.052625,1.42656,,1.3740e-02,-1.37125
1.3744e-02,0.0518125,1.42188,,1.3744e-02,-1.36594
1.3748e-02,0.050375,1.40781,,1.3748e-02,-1.35156
1.3752e-02,0.0489062,1.38984,,1.3752e-02,-1.34187
1.3756e-02,0.0481875,1.38203,,1.3756e-02,-1.32719
1.3760e-02,0.0471875,1.36953,,1.3760e-02,-1.3175
1.3764e-02,0.046125,1.35703,,1.3764e-02,-1.30656
1.3768e-02,0.0451563,1.34531,,1.3768e-02,-1.29281
1.3772e-02,0.0440312,1.33281,,1.3772e-02,-1.29
1.3776e-02,0.0430312,1.31875,,1.3776e-02,-1.27812
1.3780e-02,0.0422187,1.30234,,1.3780e-02,-1.26031
1.3784e-02,0.0408438,1.29219,,1.3784e-02,-1.24938
1.3788e-02,0.0397187,1.28047,,1.3788e-02,-1.24219
1.3792e-02,0.0380937,1.26562,,1.3792e-02,-1.23344
1.3796e-02,0.0371875,1.25781,,1.3796e-02,-1.21656
1.3800e-02,0.036625,1.2375,,1.3800e-02,-1.20344
1.3804e-02,0.0353438,1.22891,,1.3804e-02,-1.18531
1.3808e-02,0.0341875,1.21953,,1.3808e-02,-1.17813
1.3812e-02,0.0335625,1.19609,,1.3812e-02,-1.16375
1.3816e-02,0.0323125,1.19219,,1.3816e-02,-1.15469
1.3820e-02,0.0308438,1.18047,,1.3820e-02,-1.1375
1.3824e-02,0.0299062,1.16016,,1.3824e-02,-1.13156
1.3828e-02,0.02875,1.14844,,1.3828e-02,-1.11875
1.3832e-02,0.028,1.13594,,1.3832e-02,-1.11
1.3836e-02,0.0267188,1.12187,,1.3836e-02,-1.10094
1.3840e-02,0.0258125,1.10156,,1.3840e-02,-1.08094
1.3844e-02,0.0246875,1.09141,,1.3844e-02,-1.07
1.3848e-02,0.0233125,1.08516,,1.3848e-02,-1.06406
1.3852e-02,0.0224062,1.07422,,1.3852e-02,-1.05031
1.3856e-02,0.0214375,1.06016,,1.3856e-02,-1.04125
1.3860e-02,0.0207188,1.05,,1.3860e-02,-1.02812
1.3864e-02,0.01925,1.04063,,1.3864e-02,-1.01469
1.3868e-02,0.0182812,1.02578,,1.3868e-02,-0.998125
1.3872e-02,0.0175312,1.00938,,1.3872e-02,-0.992188
1.3876e-02,0.016625,0.995312,,1.3876e-02,-0.979063
1.3880e-02,0.0154375,0.98125,,1.3880e-02,-0.96375
1.3884e-02,0.0144687,0.973437,,1.3884e-02,-0.957813
1.3888e-02,0.0135625,0.965625,,1.3888e-02,-0.94375
1.3892e-02,0.0124375,0.948437,,1.3892e-02,-0.930312
1.3896e-02,0.0120312,0.932031,,1.3896e-02,-0.92625
1.3900e-02,0.0111875,0.922656,,1.3900e-02,-0.909375
1.3904e-02,0.010375,0.907813,,1.3904e-02,-0.894687
1.3908e-02,0.00934375,0.892188,,1.3908e-02,-0.89125
1.3912e-02,0.0081875,0.879687,,1.3912e-02,-0.879375
1.3916e-02,0.00696875,0.871094,,1.3916e-02,-0.868437
1.3920e-02,0.0061875,0.859375,,1.3920e-02,-0.855625
1.3924e-02,0.0051875,0.846875,,1.3924e-02,-0.845625
1.3928e-02,0.00478125,0.840625,,1.3928e-02,-0.835938
1.3932e-02,0.00415625,0.825,,1.3932e-02,-0.82375
1.3936e-02,0.00315625,0.813281,,1.3936e-02,-0.809375
1.3940e-02,0.001875,0.800781,,1.3940e-02,-0.800312
1.3944e-02,0.00159375,0.785937,,1.3944e-02,-0.783438
1.3948e-02,0.00078125,0.771875,,1.3948e-02,-0.7775
1.3952e-02,0,0.757812,,1.3952e-02,-0.764062
1.3956e-02,-0.0008125,0.755469,,1.3956e-02,-0.75
1.3960e-02,-0.00140625,0.739062,,1.3960e-02,-0.740625
1.3964e-02,-0.00171875,0.725781,,1.3964e-02,-0.730938
1.3968e-02,-0.0019375,0.711719,,1.3968e-02,-0.720938
1.3972e-02,-0.0021875,0.698437,,1.3972e-02,-0.700313
1.3976e-02,-0.00303125,0.695312,,1.3976e-02,-0.68875
1.3980e-02,-0.0031875,0.680469,,1.3980e-02,-0.675
1.3984e-02,-0.00284375,0.664844,,1.3984e-02,-0.66375
1.3988e-02,-0.00253125,0.652344,,1.3988e-02,-0.65125
1.3992e-02,-0.00325,0.642188,,1.3992e-02,-0.640625
1.3996e-02,-0.00340625,0.621875,,1.3996e-02,-0.627188
1.4000e-02,-0.00325,0.619531,,1.4000e-02,-0.614063
1.4004e-02,-0.00340625,0.601562,,1.4004e-02,-0.60125
1.4008e-02,-0.0036875,0.583594,,1.4008e-02,-0.585938
1.4012e-02,-0.00415625,0.572656,,1.4012e-02,-0.573125
1.4016e-02,-0.00396875,0.5625,,1.4016e-02,-0.562188
1.4020e-02,-0.00409375,0.553125,,1.4020e-02,-0.552188
1.4024e-02,-0.0043125,0.535937,,1.4024e-02,-0.541875
1.4028e-02,-0.00396875,0.528906,,1.4028e-02,-0.526563
1.4032e-02,-0.00440625,0.516406,,1.4032e-02,-0.5125
1.4036e-02,-0.00425,0.501563,,1.4036e-02,-0.50625
1.4040e-02,-0.0045,0.496094,,1.4040e-02,-0.49125
1.4044e-02,-0.004875,0.48125,,1.4044e-02,-0.479375
1.4048e-02,-0.00471875,0.471875,,1.4048e-02,-0.468125
1.4052e-02,-0.00465625,0.453125,,1.4052e-02,-0.453125
1.4056e-02,-0.00446875,0.435156,,1.4056e-02,-0.4425
1.4060e-02,-0.00446875,0.43125,,1.4060e-02,-0.429688
1.4064e-02,-0.0045625,0.416406,,1.4064e-02,-0.41625
1.4068e-02,-0.0045,0.404687,,1.4068e-02,-0.399688
1.4072e-02,-0.0045625,0.39375,,1.4072e-02,-0.39
1.4076e-02,-0.00421875,0.384375,,1.4076e-02,-0.369688
1.4080e-02,-0.0043125,0.370312,,1.4080e-02,-0.36375
1.4084e-02,-0.0043125,0.355469,,1.4084e-02,-0.35125
1.4088e-02,-0.004,0.346094,,1.4088e-02,-0.336875
1.4092e-02,-0.00384375,0.325781,,1.4092e-02,-0.32375
1.4096e-02,-0.004,0.317187,,1.4096e-02,-0.313125
1.4100e-02,-0.004,0.304688,,1.4100e-02,-0.308438
1.4104e-02,-0.00421875,0.292969,,1.4104e-02,-0.293125
1.4108e-02,-0.00471875,0.282031,,1.4108e-02,-0.285938
1.4112e-02,-0.00415625,0.267969,,1.4112e-02,-0.270313
1.4116e-02,-0.00415625,0.252344,,1.4116e-02,-0.258437
1.4120e-02,-0.00409375,0.241406,,1.4120e-02,-0.242188
1.4124e-02,-0.00421875,0.2375,,1.4124e-02,-0.225
1.4128e-02,-0.004,0.221875,,1.4128e-02,-0.219688
1.4132e-02,-0.00415625,0.207031,,1.4132e-02,-0.207187
1.4136e-02,-0.004,0.191406,,1.4136e-02,-0.187188
1.4140e-02,-0.00425,0.178906,,1.4140e-02,-0.17
1.4144e-02,-0.00421875,0.163281,,1.4144e-02,-0.167188
1.4148e-02,-0.0043125,0.152344,,1.4148e-02,-0.150938
1.4152e-02,-0.00425,0.144531,,1.4152e-02,-0.136563
1.4156e-02,-0.00446875,0.128125,,1.4156e-02,-0.125625
1.4160e-02,-0.0045,0.114062,,1.4160e-02,-0.117813
1.4164e-02,-0.0040625,0.101562,,1.4164e-02,-0.100312
1.4168e-02,-0.0040625,0.0875,,1.4168e-02,-0.0965625
1.4172e-02,-0.00390625,0.0773437,,1.4172e-02,-0.085625
1.4176e-02,-0.0043125,0.06875,,1.4176e-02,-0.0646875
1.4180e-02,-0.0040625,0.0507812,,1.4180e-02,-0.055
1.4184e-02,-0.004,0.0328125,,1.4184e-02,-0.0409375
1.4188e-02,-0.00396875,0.0226562,,1.4188e-02,-0.024375
1.4192e-02,-0.0038125,0.0140625,,1.4192e-02,-0.0146875
1.4196e-02,-0.0038125,0.0046875,,1.4196e-02,-0.0003125
1.4200e-02,-0.0038125,-0.0101563,,1.4200e-02,0.000625
1.4204e-02,-0.0035,-0.0242188,,1.4204e-02,0.0234375
1.4208e-02,-0.0036875,-0.0320313,,1.4208e-02,0.02875
1.4212e-02,-0.00390625,-0.0421875,,1.4212e-02,0.043125
1.4216e-02,-0.00465625,-0.0585938,,1.4216e-02,0.056875
1.4220e-02,-0.00421875,-0.0671875,,1.4220e-02,0.0621875
1.4224e-02,-0.00409375,-0.0804688,,1.4224e-02,0.0784375
1.4228e-02,-0.0043125,-0.0976562,,1.4228e-02,0.0896875
1.4232e-02,-0.0045625,-0.105469,,1.4232e-02,0.10375
1.4236e-02,-0.004625,-0.117969,,1.4236e-02,0.115625
1.4240e-02,-0.0045,-0.133594,,1.4240e-02,0.129375
1.4244e-02,-0.00425,-0.151563,,1.4244e-02,0.135625
1.4248e-02,-0.00421875,-0.157813,,1.4248e-02,0.145937
1.4252e-02,-0.00446875,-0.175,,1.4252e-02,0.17
1.4256e-02,-0.004625,-0.182031,,1.4256e-02,0.1725
1.4260e-02,-0.004375,-0.185156,,1.4260e-02,0.18875
1.4264e-02,-0.00425,-0.196875,,1.4264e-02,0.200937
1.4268e-02,-0.00409375,-0.219531,,1.4268e-02,0.211875
1.4272e-02,-0.00425,-0.23125,,1.4272e-02,0.225625
1.4276e-02,-0.00415625,-0.251563,,1.4276e-02,0.237187
1.4280e-02,-0.00425,-0.25625,,1.4280e-02,0.251563
1.4284e-02,-0.0045625,-0.270313,,1.4284e-02,0.2625
1.4288e-02,-0.00440625,-0.283594,,1.4288e-02,0.272188
1.4292e-02,-0.00415625,-0.298438,,1.4292e-02,0.290625
1.4296e-02,-0.00384375,-0.307031,,1.4296e-02,0.301875
1.4300e-02,-0.00415625,-0.321094,,1.4300e-02,0.312188
1.4304e-02,-0.0045625,-0.33125,,1.4304e-02,0.32875
1.4308e-02,-0.00409375,-0.340625,,1.4308e-02,0.342813
1.4312e-02,-0.004,-0.355469,,1.4312e-02,0.355313
1.4316e-02,-0.00440625,-0.371094,,1.4316e-02,0.369375
1.4320e-02,-0.004375,-0.382031,,1.4320e-02,0.38375
1.4324e-02,-0.00421875,-0.39375,,1.4324e-02,0.395
1.4328e-02,-0.00421875,-0.41875,,1.4328e-02,0.4125
1.4332e-02,-0.00425,-0.420313,,1.4332e-02,0.424063
1.4336e-02,-0.0043125,-0.439063,,1.4336e-02,0.434688
1.4340e-02,-0.0038125,-0.448438,,1.4340e-02,0.449063
1.4344e-02,-0.00425,-0.463281,,1.4344e-02,0.455625
1.4348e-02,-0.00425,-0.471094,,1.4348e-02,0.47125
1.4352e-02,-0.00425,-0.482813,,1.4352e-02,0.487813
1.4356e-02,-0.00375,-0.503906,,1.4356e-02,0.495312
1.4360e-02,-0.00390625,-0.513281,,1.4360e-02,0.509687
1.4364e-02,-0.0045,-0.525781,,1.4364e-02,0.521875
1.4368e-02,-0.004625,-0.540625,,1.4368e-02,0.538125
1.4372e-02,-0.00409375,-0.552344,,1.4372e-02,0.554375
1.4376e-02,-0.0040625,-0.564063,,1.4376e-02,0.564688
1.4380e-02,-0.00415625,-0.578906,,1.4380e-02,0.580313
1.4384e-02,-0.004,-0.598438,,1.4384e-02,0.586875
1.4388e-02,-0.0040625,-0.600781,,1.4388e-02,0.60625
1.4392e-02,-0.00409375,-0.617188,,1.4392e-02,0.616875
1.4396e-02,-0.00415625,-0.635938,,1.4396e-02,0.633437
1.4400e-02,-0.0045,-0.641406,,1.4400e-02,0.640938
1.4404e-02,-0.004375,-0.653906,,1.4404e-02,0.655625
1.4408e-02,-0.004,-0.6625,,1.4408e-02,0.667813
1.4412e-02,-0.00409375,-0.682031,,1.4412e-02,0.67375
1.4416e-02,-0.00409375,-0.690625,,1.4416e-02,0.685937
1.4420e-02,-0.00425,-0.692969,,1.4420e-02,0.69875
1.4424e-02,-0.0043125,-0.710938,,1.4424e-02,0.7125
1.4428e-02,-0.00390625,-0.73125,,1.4428e-02,0.724375
1.4432e-02,-0.00396875,-0.740625,,1.4432e-02,0.736875
1.4436e-02,-0.004375,-0.753906,,1.4436e-02,0.75125
1.4440e-02,-0.0043125,-0.764063,,1.4440e-02,0.7625
1.4444e-02,-0.004375,-0.78125,,1.4444e-02,0.773125
1.4448e-02,-0.004375,-0.789844,,1.4448e-02,0.78375
1.4452e-02,-0.00421875,-0.802344,,1.4452e-02,0.795625
1.4456e-02,-0.00478125,-0.814844,,1.4456e-02,0.814688
1.4460e-02,-0.00446875,-0.826563,,1.4460e-02,0.832187
1.4464e-02,-0.004625,-0.842188,,1.4464e-02,0.835625
1.4468e-02,-0.004375,-0.852344,,1.4468e-02,0.844375
1.4472e-02,-0.00421875,-0.865625,,1.4472e-02,0.865313
1.4476e-02,-0.00446875,-0.88125,,1.4476e-02,0.868437
1.4480e-02,-0.0045625,-0.891406,,1.4480e-02,0.884688
1.4484e-02,-0.00421875,-0.903125,,1.4484e-02,0.895625
1.4488e-02,-0.00409375,-0.929688,,1.4488e-02,0.911875
1.4492e-02,-0.004375,-0.934375,,1.4492e-02,0.925625
1.4496e-02,-0.00446875,-0.946875,,1.4496e-02,0.9375
1.4500e-02,-0.00446875,-0.957031,,1.4500e-02,0.951562
1.4504e-02,-0.0045625,-0.964844,,1.4504e-02,0.96375
1.4508e-02,-0.00440625,-0.9875,,1.4508e-02,0.972187
1.4512e-02,-0.00471875,-0.990625,,1.4512e-02,0.985938
1.4516e-02,-0.0045625,-1.00469,,1.4516e-02,0.998437
1.4520e-02,-0.00415625,-1.01562,,1.4520e-02,1.02031
1.4524e-02,-0.00415625,-1.02969,,1.4524e-02,1.03094
1.4528e-02,-0.00421875,-1.03594,,1.4528e-02,1.04094
1.4532e-02,-0.00425,-1.05234,,1.4532e-02,1.06094
1.4536e-02,-0.0043125,-1.0625,,1.4536e-02,1.06313
1.4540e-02,-0.0040625,-1.07422,,1.4540e-02,1.07937
1.4544e-02,-0.00425,-1.08594,,1.4544e-02,1.09469
1.4548e-02,-0.0045,-1.10078,,1.4548e-02,1.10375
1.4552e-02,-0.00440625,-1.11953,,1.4552e-02,1.11375
1.4556e-02,-0.0043125,-1.12656,,1.4556e-02,1.12375
1.4560e-02,-0.00465625,-1.14531,,1.4560e-02,1.14563
1.4564e-02,-0.0048125,-1.15,,1.4564e-02,1.15844
1.4568e-02,-0.0048125,-1.16563,,1.4568e-02,1.165
1.4572e-02,-0.004875,-1.17344,,1.4572e-02,1.17938
1.4576e-02,-0.0045625,-1.19219,,1.4576e-02,1.19375
1.4580e-02,-0.00465625,-1.2,,1.4580e-02,1.21
1.4584e-02,-0.0048125,-1.21641,,1.4584e-02,1.22094
1.4588e-02,-0.00415625,-1.22266,,1.4588e-02,1.23063
1.4592e-02,-0.0045,-1.23906,,1.4592e-02,1.23812
1.4596e-02,-0.0043125,-1.24844,,1.4596e-02,1.25469
1.4600e-02,-0.00415625,-1.26328,,1.4600e-02,1.27125
1.4604e-02,-0.00465625,-1.27578,,1.4604e-02,1.28469
1.4608e-02,-0.0050625,-1.28359,,1.4608e-02,1.29125
1.4612e-02,-0.00471875,-1.29922,,1.4612e-02,1.30281
1.4616e-02,-0.0045,-1.31563,,1.4616e-02,1.32125
1.4620e-02,-0.00446875,-1.32656,,1.4620e-02,1.31969
1.4624e-02,-0.0045625,-1.34063,,1.4624e-02,1.335
1.4628e-02,-0.00440625,-1.35078,,1.4628e-02,1.34781
1.4632e-02,-0.00425,-1.35469,,1.4632e-02,1.3625
1.4636e-02,-0.00415625,-1.36719,,1.4636e-02,1.36813
1.4640e-02,-0.00446875,-1.38359,,1.4640e-02,1.38344
1.4644e-02,-0.0043125,-1.40078,,1.4644e-02,1.39844
1.4648e-02,-0.00440625,-1.41406,,1.4648e-02,1.40656
1.4652e-02,-0.0040625,-1.41953,,1.4652e-02,1.4175
1.4656e-02,-0.00425,-1.43359,,1.4656e-02,1.43719
1.4660e-02,-0.00465625,-1.44219,,1.4660e-02,1.44156
1.4664e-02,-0.004375,-1.46016,,1.4664e-02,1.45406
1.4668e-02,-0.004375,-1.47031,,1.4668e-02,1.4775
1.4672e-02,-0.0043125,-1.48047,,1.4672e-02,1.48406
1.4676e-02,-0.00446875,-1.48828,,1.4676e-02,1.49281
1.4680e-02,-0.0045,-1.50703,,1.4680e-02,1.5
1.4684e-02,-0.0040625,-1.51953,,1.4684e-02,1.51125
1.4688e-02,-0.004,-1.52734,,1.4688e-02,1.52875
1.4692e-02,-0.00384375,-1.53984,,1.4692e-02,1.53969
1.4696e-02,-0.00421875,-1.55313,,1.4696e-02,1.55125
1.4700e-02,-0.0045,-1.56328,,1.4700e-02,1.56375
1.4704e-02,-0.0048125,-1.57969,,1.4704e-02,1.58
1.4708e-02,-0.0043125,-1.59063,,1.4708e-02,1.58563
1.4712e-02,-0.0045,-1.6,,1.4712e-02,1.59
1.4716e-02,-0.00496875,-1.61016,,1.4716e-02,1.60406
1.4720e-02,-0.004625,-1.62422,,1.4720e-02,1.62219
1.4724e-02,-0.00425,-1.6375,,1.4724e-02,1.63469
1.4728e-02,-0.00425,-1.64766,,1.4728e-02,1.64469
1.4732e-02,-0.00425,-1.66172,,1.4732e-02,1.6525
1.4736e-02,-0.004875,-1.66797,,1.4736e-02,1.66531
1.4740e-02,-0.00478125,-1.68594,,1.4740e-02,1.68094
1.4744e-02,-0.00471875,-1.68984,,1.4744e-02,1.69094
1.4748e-02,-0.00440625,-1.70547,,1.4748e-02,1.69969
1.4752e-02,-0.00478125,-1.71641,,1.4752e-02,1.71406
1.4756e-02,-0.00440625,-1.73281,,1.4756e-02,1.72875
1.4760e-02,-0.0043125,-1.74063,,1.4760e-02,1.74156
1.4764e-02,-0.0043125,-1.74453,,1.4764e-02,1.75188
1.4768e-02,-0.00446875,-1.76641,,1.4768e-02,1.76219
1.4772e-02,-0.00478125,-1.76719,,1.4772e-02,1.76844
1.4776e-02,-0.004875,-1.78359,,1.4776e-02,1.77
1.4780e-02,-0.00440625,-1.78984,,1.4780e-02,1.78531
1.4784e-02,-0.00421875,-1.80156,,1.4784e-02,1.80125
1.4788e-02,-0.0043125,-1.81953,,1.4788e-02,1.81313
1.4792e-02,-0.0045625,-1.83203,,1.4792e-02,1.81844
1.4796e-02,-0.004625,-1.83828,,1.4796e-02,1.83688
1.4800e-02,-0.0045625,-1.85391,,1.4800e-02,1.84781
1.4804e-02,-0.00440625,-1.85859,,1.4804e-02,1.85563
1.4808e-02,-0.0048125,-1.86406,,1.4808e-02,1.87
1.4812e-02,-0.00503125,-1.875,,1.4812e-02,1.88187
1.4816e-02,-0.0045625,-1.89922,,1.4816e-02,1.89062
1.4820e-02,-0.00425,-1.90703,,1.4820e-02,1.90281
1.4824e-02,-0.00490625,-1.91875,,1.4824e-02,1.9125
1.4828e-02,-0.005125,-1.93203,,1.4828e-02,1.9275
1.4832e-02,-0.00496875,-1.94766,,1.4832e-02,1.93656
1.4836e-02,-0.004875,-1.95156,,1.4836e-02,1.94906
1.4840e-02,-0.00471875,-1.95,,1.4840e-02,1.95437
1.4844e-02,-0.004875,-1.96797,,1.4844e-02,1.97125
1.4848e-02,-0.004875,-1.98984,,1.4848e-02,1.98687
1.4852e-02,-0.004625,-2,,1.4852e-02,1.99813
1.4856e-02,-0.0048125,-2.00703,,1.4856e-02,2.00625
1.4860e-02,-0.004625,-2.01875,,1.4860e-02,2.02188
1.4864e-02,-0.00425,-2.03359,,1.4864e-02,2.03187
1.4868e-02,-0.0040625,-2.04688,,1.4868e-02,2.04
1.4872e-02,-0.00425,-2.06094,,1.4872e-02,2.05063
1.4876e-02,-0.00396875,-2.06719,,1.4876e-02,2.06469
1.4880e-02,-0.004375,-2.07969,,1.4880e-02,2.07719
1.4884e-02,-0.00478125,-2.09219,,1.4884e-02,2.08656
1.4888e-02,-0.00440625,-2.1125,,1.4888e-02,2.10094
1.4892e-02,-0.00390625,-2.11641,,1.4892e-02,2.1075
1.4896e-02,-0.0038125,-2.12656,,1.4896e-02,2.11687
1.4900e-02,-0.00396875,-2.13516,,1.4900e-02,2.13313
1.4904e-02,-0.00415625,-2.14531,,1.4904e-02,2.13719
1.4908e-02,-0.00415625,-2.16094,,1.4908e-02,2.1475
1.4912e-02,-0.00421875,-2.16875,,1.4912e-02,2.16625
1.4916e-02,-0.004,-2.1875,,1.4916e-02,2.17437
1.4920e-02,-0.0045,-2.18984,,1.4920e-02,2.18469
1.4924e-02,-0.004375,-2.20156,,1.4924e-02,2.20312
1.4928e-02,-0.00375,-2.20938,,1.4928e-02,2.21094
1.4932e-02,-0.00396875,-2.22344,,1.4932e-02,2.2275
1.4936e-02,-0.0040625,-2.23203,,1.4936e-02,2.23531
1.4940e-02,-0.00415625,-2.24375,,1.4940e-02,2.23906
1.4944e-02,-0.00375,-2.25859,,1.4944e-02,2.25
1.4948e-02,-0.0036875,-2.27109,,1.4948e-02,2.26656
1.4952e-02,-0.00421875,-2.28047,,1.4952e-02,2.27312
1.4956e-02,-0.00440625,-2.29141,,1.4956e-02,2.28844
1.4960e-02,-0.0043125,-2.29922,,1.4960e-02,2.29438
